,z_values,p_values,adj_p_values
cascade vs voting,1.5833333333333333,0.11334550921952591,0.3400365276585777
cascade vs model,0.9166666666666665,0.3593173383295707,1.0
cascade vs 2nd_model,0.5,0.6170750774519738,1.0
