,z_values,p_values,adj_p_values
cascade vs voting,1.6666666666666665,0.09558070454562939,0.2867421136368882
cascade vs model,0.5,0.6170750774519738,1.0
cascade vs 2nd_model,0.5,0.6170750774519738,1.0
