,model,2nd_model,cascade,voting
0,0.6134864695409313,0.5894741554167948,0.6086107310148987,0.5733558322816408
1,13.208888254658936,14.097276012188155,13.483914226657983,12.84552258433884
2,4173632.921931037,4128266.163033046,4081450.290101545,3976523.462748173
3,634171.7063489873,3861564.9539603847,516371.53282793664,1736472.748954279
4,280925.530570676,299695.11715532065,286853.76580136706,293315.0658603096
5,21.8402320301705,22.26704479850099,22.30722090533473,20.66527358129211
6,471506.2584194441,559041.785378256,501187.7593388461,514953.1739749003
7,0.9252834720618432,0.9056739019960428,0.9792342287932686,0.8944811614229706
8,324673.26622030773,330211.1762874329,340442.3624239928,319878.0206579638
9,5991503.825032723,8043454.621426973,6911558.794337367,6766967.050173602
10,0.1032108150419093,0.1031899695968114,0.1021169212754957,0.1011541824321428
11,13.902287630355003,14.248145308025212,14.808130456354634,13.718036854466396
