,model,2nd_model,cascade,voting
0,0.6204461919763372,0.6134864695409313,0.6311594270532087,0.6022854107370192
1,31.27902402127611,13.208888254658936,13.864973774173704,16.328073168110233
2,18573955.734464835,4173632.921931037,4210916.88992758,8285281.652226733
3,12009043.032984473,634171.7063489873,726308.5645759308,3915201.20756321
4,545556.0856684137,280925.530570676,277862.4082612471,352372.33600572264
5,25.315584460592618,21.8402320301705,18.627720983836383,21.737888809635265
6,965280.5146939856,471506.2584194441,500083.88971294486,578484.2780858009
7,1.0634140558375351,0.9252834720618432,0.9267441966576868,0.919551019604278
8,425008.1177665319,324673.26622030773,317083.3489771509,350678.18172347965
9,19618762.373421125,5991503.825032723,6765309.0248262985,8952355.141024096
10,0.1074007480962725,0.1032108150419093,0.1114143741761001,0.1014412647600444
11,19.667907214856783,13.902287630355003,14.381125283888307,14.583611742282072
