,model,2nd_model,cascade,voting
0,0.6134864695409313,0.6134864695409313,0.6097325326580147,0.6056867540620497
1,13.208888254658936,13.208888254658936,13.551715552478909,12.61598847343091
2,4173632.921931037,4173632.921931037,4087337.2065679706,4120463.092698625
3,634171.7063489873,634171.7063489873,493658.8854901332,653192.2608068248
4,280925.530570676,280925.530570676,282345.3212092192,291280.898015156
5,21.8402320301705,21.8402320301705,21.80768965214894,20.008136258723734
6,471506.2584194441,471506.2584194441,492051.6906254266,478780.9390259159
7,0.9252834720618432,0.9252834720618432,0.9786385127983064,0.955951038960258
8,324673.26622030773,324673.26622030773,339305.2894471904,325768.96251631674
9,5991503.825032723,5991503.825032723,6628246.359573666,5932087.813862596
10,0.1032108150419093,0.1032108150419093,0.1027757174678592,0.1035659484796778
11,13.902287630355003,13.902287630355003,15.189386350299442,13.737832310933335
