,model,2nd_model,cascade,voting
0,1.0877364680670734,0.6134864695409313,1.0783887256051807,0.7018932376755058
1,27.081258790436006,13.208888254658936,27.03933919084037,16.854816370428974
2,8727961.72909744,4173632.921931037,8731070.385655046,5623450.343657689
3,839777.7689711561,634171.7063489873,839385.3893769337,559147.075391798
4,678706.4273284461,280925.530570676,673009.5579661875,451047.0592572625
5,35.91464313734932,21.8402320301705,36.05380648579256,25.275355066864428
6,904622.5994932572,471506.2584194441,902089.77057758,578456.6400960226
7,2.063855209135232,0.9252834720618432,2.0709553771330533,1.2594928613957852
8,660129.3267682216,324673.26622030773,659736.6726774798,429166.51851648383
9,15597191.01455853,5991503.825032723,15424991.83117021,8326394.74324637
10,0.2164078671601123,0.1032108150419093,0.2183054248236977,0.1341926063300745
11,16.025764420750733,13.902287630355003,15.505176319750207,14.046302036164876
