,model,2nd_model,cascade,voting
0,1.0877364680670734,0.5894741554167948,1.0913701628628705,0.7152597642207102
1,27.081258790436006,14.097276012188155,27.120555046698563,17.065981168683155
2,8727961.72909744,4128266.163033046,8720377.264343845,5428279.219793348
3,839777.7689711561,3861564.9539603847,840861.9739628969,1485875.3127805253
4,678706.4273284461,299695.11715532065,677509.042337459,402238.01283538376
5,35.91464313734932,22.26704479850099,35.9189536943899,25.20186535674545
6,904622.5994932572,559041.785378256,902557.4131840612,617505.3161534487
7,2.063855209135232,0.9056739019960428,2.0540365883466136,1.1823800975873806
8,660129.3267682216,330211.1762874329,664011.7727139578,408071.71071766136
9,15597191.01455853,8043454.621426973,15574672.164671175,9324572.85161912
10,0.2164078671601123,0.1031899695968114,0.2175059576242154,0.125973234909093
11,16.025764420750733,14.248145308025212,15.684018739276926,16.84774727266782
