,z_values,p_values,adj_p_values
cascade vs model,0.3333333333333335,0.7388826803635271,1
cascade vs 2nd_model,0.3333333333333335,0.7388826803635271,1
cascade vs voting,0.3333333333333335,0.7388826803635271,1
