,z_values,p_values,adj_p_values
cascade vs 2nd_model,2.25,0.024448945310089343,0.07334683593026803
cascade vs voting,1.4166666666666667,0.15658040708963483,0.31316081417926966
cascade vs model,0.33333333333333304,0.7388826803635276,0.7388826803635276
