,z_values,p_values,adj_p_values
cascade vs 2nd_model,0.9166666666666665,0.3593173383295707,1
cascade vs model,0.6666666666666667,0.5049850750938458,1
cascade vs voting,0.5833333333333335,0.5596689271994113,1
