,z_values,p_values,adj_p_values
cascade vs 2nd_model,1.9166666666666665,0.05528029258602074,0.16584087775806222
cascade vs voting,0.9166666666666665,0.3593173383295707,0.7186346766591414
cascade vs model,0.8333333333333333,0.4046567619272863,0.7186346766591414
