model,2nd_model,type,feature,importance,std,column
XGBoostRegressor,DecisionTreeRegressor,voting,,0.438, +/- 0.139,month
XGBoostRegressor,DecisionTreeRegressor,voting,,0.411, +/- 0.148,day
XGBoostRegressor,DecisionTreeRegressor,voting,,0.376, +/- 0.452,next_day
XGBoostRegressor,DecisionTreeRegressor,cascade,,1964.444, +/- 17.856,preds
XGBoostRegressor,DecisionTreeRegressor,cascade,,532.389, +/- 3.744,ts
XGBoostRegressor,DecisionTreeRegressor,cascade,,4.581, +/- 0.295,day_of_year
XGBoostRegressor,DecisionTreeRegressor,cascade,,3.644, +/- 0.630,next_week
XGBoostRegressor,DecisionTreeRegressor,cascade,,3.146, +/- 0.795,prev_hour
XGBoostRegressor,DecisionTreeRegressor,cascade,,2.032, +/- 0.690,next_hour
XGBoostRegressor,DecisionTreeRegressor,cascade,,1.842, +/- 0.058,prev_week
XGBoostRegressor,DecisionTreeRegressor,cascade,,1.136, +/- 0.227,hour
XGBoostRegressor,DecisionTreeRegressor,cascade,,0.945, +/- 0.275,day
XGBoostRegressor,DecisionTreeRegressor,cascade,,0.836, +/- 0.395,next_day
XGBoostRegressor,DecisionTreeRegressor,cascade,,0.733, +/- 0.099,week_of_year
XGBoostRegressor,DecisionTreeRegressor,cascade,,0.675, +/- 0.047,day_of_week
XGBoostRegressor,DecisionTreeRegressor,cascade,,0.356, +/- 0.373,prev_day
XGBoostRegressor,DecisionTreeRegressor,cascade,,0.184, +/- 0.079,month
XGBoostRegressor,DecisionTreeRegressor,cascade,,0.017, +/- 0.029,year
XGBoostRegressor,RandomForestRegressor,voting,,796.549, +/- 10.670,ts
XGBoostRegressor,RandomForestRegressor,voting,,5.401, +/- 0.158,next_hour
XGBoostRegressor,RandomForestRegressor,voting,,2.982, +/- 0.043,hour
XGBoostRegressor,RandomForestRegressor,voting,,2.601, +/- 0.089,prev_hour
XGBoostRegressor,RandomForestRegressor,voting,,2.100, +/- 0.158,year
XGBoostRegressor,RandomForestRegressor,voting,,1.389, +/- 0.097,day_of_year
XGBoostRegressor,RandomForestRegressor,voting,,1.175, +/- 0.352,prev_week
XGBoostRegressor,RandomForestRegressor,voting,,0.437, +/- 0.128,next_week
XGBoostRegressor,RandomForestRegressor,voting,,0.235, +/- 0.031,day_of_week
XGBoostRegressor,RandomForestRegressor,voting,,-0.013, +/- 0.020,week_of_year
XGBoostRegressor,RandomForestRegressor,voting,,-0.023, +/- 0.019,month
XGBoostRegressor,RandomForestRegressor,voting,,-0.049, +/- 0.043,next_day
XGBoostRegressor,RandomForestRegressor,voting,,-0.057, +/- 0.053,day
XGBoostRegressor,RandomForestRegressor,voting,,-0.132, +/- 0.026,prev_day
XGBoostRegressor,RandomForestRegressor,cascade,,1452.571, +/- 17.524,preds
XGBoostRegressor,RandomForestRegressor,cascade,,207.627, +/- 3.357,ts
XGBoostRegressor,RandomForestRegressor,cascade,,0.026, +/- 0.028,prev_hour
XGBoostRegressor,RandomForestRegressor,cascade,,0.017, +/- 0.021,year
XGBoostRegressor,RandomForestRegressor,cascade,,0.001, +/- 0.071,next_hour
XGBoostRegressor,RandomForestRegressor,cascade,,-0.038, +/- 0.007,month
XGBoostRegressor,RandomForestRegressor,cascade,,-0.050, +/- 0.006,week_of_year
XGBoostRegressor,RandomForestRegressor,cascade,,-0.052, +/- 0.020,day_of_year
XGBoostRegressor,RandomForestRegressor,cascade,,-0.074, +/- 0.012,prev_week
XGBoostRegressor,RandomForestRegressor,cascade,,-0.083, +/- 0.008,day_of_week
XGBoostRegressor,RandomForestRegressor,cascade,,-0.089, +/- 0.039,hour
XGBoostRegressor,RandomForestRegressor,cascade,,-0.152, +/- 0.010,next_week
XGBoostRegressor,RandomForestRegressor,cascade,,-0.194, +/- 0.029,day
XGBoostRegressor,RandomForestRegressor,cascade,,-0.194, +/- 0.027,next_day
XGBoostRegressor,RandomForestRegressor,cascade,,-0.217, +/- 0.031,prev_day
XGBoostRegressor,XGBoostRegressor,voting,,771.540, +/- 10.012,ts
XGBoostRegressor,XGBoostRegressor,voting,,5.827, +/- 0.054,hour
XGBoostRegressor,XGBoostRegressor,voting,,4.411, +/- 0.054,next_hour
XGBoostRegressor,XGBoostRegressor,voting,,4.378, +/- 0.270,year
XGBoostRegressor,XGBoostRegressor,voting,,3.435, +/- 0.139,prev_hour
XGBoostRegressor,XGBoostRegressor,voting,,3.358, +/- 0.102,day_of_year
XGBoostRegressor,XGBoostRegressor,voting,,2.104, +/- 0.418,prev_week
XGBoostRegressor,XGBoostRegressor,voting,,1.312, +/- 0.010,day_of_week
XGBoostRegressor,XGBoostRegressor,voting,,1.298, +/- 0.174,next_week
XGBoostRegressor,XGBoostRegressor,voting,,0.121, +/- 0.080,day
XGBoostRegressor,XGBoostRegressor,voting,,0.039, +/- 0.061,next_day
XGBoostRegressor,XGBoostRegressor,voting,,0.000, +/- 0.000,week_of_year
XGBoostRegressor,XGBoostRegressor,voting,,-0.000, +/- 0.002,month
XGBoostRegressor,XGBoostRegressor,voting,,-0.011, +/- 0.012,prev_day
XGBoostRegressor,XGBoostRegressor,cascade,,2034.977, +/- 24.311,preds
XGBoostRegressor,XGBoostRegressor,cascade,,449.389, +/- 3.622,ts
XGBoostRegressor,XGBoostRegressor,cascade,,0.554, +/- 0.223,hour
XGBoostRegressor,XGBoostRegressor,cascade,,0.522, +/- 0.049,prev_hour
XGBoostRegressor,XGBoostRegressor,cascade,,0.269, +/- 0.030,day_of_year
XGBoostRegressor,XGBoostRegressor,cascade,,0.134, +/- 0.022,next_hour
XGBoostRegressor,XGBoostRegressor,cascade,,0.123, +/- 0.044,prev_week
XGBoostRegressor,XGBoostRegressor,cascade,,0.099, +/- 0.057,day_of_week
XGBoostRegressor,XGBoostRegressor,cascade,,0.085, +/- 0.010,next_week
XGBoostRegressor,XGBoostRegressor,cascade,,0.075, +/- 0.015,year
XGBoostRegressor,XGBoostRegressor,cascade,,0.035, +/- 0.014,prev_day
XGBoostRegressor,XGBoostRegressor,cascade,,0.024, +/- 0.039,day
XGBoostRegressor,XGBoostRegressor,cascade,,0.000, +/- 0.000,month
XGBoostRegressor,XGBoostRegressor,cascade,,0.000, +/- 0.000,week_of_year
XGBoostRegressor,XGBoostRegressor,cascade,,-0.015, +/- 0.023,next_day
XGBoostRegressor,SVR,voting,,752.033, +/- 10.732,ts
XGBoostRegressor,SVR,voting,,6.577, +/- 0.291,year
XGBoostRegressor,SVR,voting,,5.392, +/- 0.193,hour
XGBoostRegressor,SVR,voting,,5.291, +/- 0.030,next_hour
XGBoostRegressor,SVR,voting,,4.239, +/- 0.181,day_of_year
XGBoostRegressor,SVR,voting,,3.293, +/- 0.110,prev_hour
XGBoostRegressor,SVR,voting,,3.189, +/- 0.049,day_of_week
XGBoostRegressor,SVR,voting,,3.064, +/- 0.200,prev_week
XGBoostRegressor,SVR,voting,,2.843, +/- 0.107,month
XGBoostRegressor,SVR,voting,,2.726, +/- 0.118,week_of_year
XGBoostRegressor,SVR,voting,,2.712, +/- 0.136,next_week
XGBoostRegressor,SVR,voting,,2.304, +/- 0.092,next_day
XGBoostRegressor,SVR,voting,,1.893, +/- 0.120,prev_day
XGBoostRegressor,SVR,voting,,1.278, +/- 0.041,day
XGBoostRegressor,SVR,cascade,,844.542, +/- 13.201,preds
XGBoostRegressor,SVR,cascade,,0.028, +/- 0.003,prev_week
XGBoostRegressor,SVR,cascade,,0.015, +/- 0.002,next_day
XGBoostRegressor,SVR,cascade,,0.014, +/- 0.006,prev_hour
XGBoostRegressor,SVR,cascade,,0.013, +/- 0.009,next_week
XGBoostRegressor,SVR,cascade,,0.012, +/- 0.011,ts
XGBoostRegressor,SVR,cascade,,0.007, +/- 0.002,year
XGBoostRegressor,SVR,cascade,,0.001, +/- 0.001,day
XGBoostRegressor,SVR,cascade,,0.001, +/- 0.004,next_hour
XGBoostRegressor,SVR,cascade,,0.000, +/- 0.005,hour
XGBoostRegressor,SVR,cascade,,-0.003, +/- 0.005,week_of_year
XGBoostRegressor,SVR,cascade,,-0.003, +/- 0.005,day_of_week
XGBoostRegressor,SVR,cascade,,-0.004, +/- 0.006,month
XGBoostRegressor,SVR,cascade,,-0.004, +/- 0.006,day_of_year
XGBoostRegressor,SVR,cascade,,-0.008, +/- 0.002,prev_day
XGBoostRegressor,GradientBoostingRegressor,voting,,784.109, +/- 10.818,ts
XGBoostRegressor,GradientBoostingRegressor,voting,,4.224, +/- 0.107,hour
XGBoostRegressor,GradientBoostingRegressor,voting,,3.328, +/- 0.145,prev_hour
XGBoostRegressor,GradientBoostingRegressor,voting,,3.235, +/- 0.072,next_hour
XGBoostRegressor,GradientBoostingRegressor,voting,,1.989, +/- 0.185,year
XGBoostRegressor,GradientBoostingRegressor,voting,,1.111, +/- 0.303,prev_week
XGBoostRegressor,GradientBoostingRegressor,voting,,0.967, +/- 0.060,day_of_year
XGBoostRegressor,GradientBoostingRegressor,voting,,0.324, +/- 0.080,next_week
XGBoostRegressor,GradientBoostingRegressor,voting,,0.274, +/- 0.027,day_of_week
XGBoostRegressor,GradientBoostingRegressor,voting,,0.029, +/- 0.022,day
XGBoostRegressor,GradientBoostingRegressor,voting,,0.008, +/- 0.048,next_day
XGBoostRegressor,GradientBoostingRegressor,voting,,-0.005, +/- 0.007,week_of_year
XGBoostRegressor,GradientBoostingRegressor,voting,,-0.009, +/- 0.009,month
XGBoostRegressor,GradientBoostingRegressor,voting,,-0.009, +/- 0.001,prev_day
XGBoostRegressor,GradientBoostingRegressor,cascade,,2547.140, +/- 37.511,preds
XGBoostRegressor,GradientBoostingRegressor,cascade,,710.249, +/- 6.047,ts
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.033, +/- 0.008,next_hour
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.025, +/- 0.008,day_of_year
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.014, +/- 0.001,day
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.010, +/- 0.004,hour
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.007, +/- 0.014,prev_hour
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.006, +/- 0.001,prev_week
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.004, +/- 0.001,next_week
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,year
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,month
XGBoostRegressor,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,day_of_week
XGBoostRegressor,GradientBoostingRegressor,cascade,,-0.001, +/- 0.000,week_of_year
XGBoostRegressor,GradientBoostingRegressor,cascade,,-0.001, +/- 0.001,prev_day
XGBoostRegressor,GradientBoostingRegressor,cascade,,-0.003, +/- 0.005,next_day
SVR,,plain,,736.220, +/- 11.382,ts
SVR,,plain,,12.476, +/- 0.303,year
SVR,,plain,,11.129, +/- 0.327,month
SVR,,plain,,11.095, +/- 0.337,day_of_year
SVR,,plain,,10.741, +/- 0.305,week_of_year
SVR,,plain,,10.741, +/- 0.305,day_of_week
SVR,,plain,,9.903, +/- 0.065,next_hour
SVR,,plain,,9.338, +/- 0.479,next_week
SVR,,plain,,8.997, +/- 0.359,prev_hour
SVR,,plain,,8.414, +/- 0.057,next_day
SVR,,plain,,7.729, +/- 0.278,prev_day
SVR,,plain,,7.530, +/- 0.379,hour
SVR,,plain,,7.496, +/- 0.147,prev_week
SVR,,plain,,4.850, +/- 0.060,day
SVR,DecisionTreeRegressor,voting,,777.489, +/- 10.853,ts
SVR,DecisionTreeRegressor,voting,,10.054, +/- 0.166,next_hour
SVR,DecisionTreeRegressor,voting,,5.901, +/- 0.261,day_of_year
SVR,DecisionTreeRegressor,voting,,5.255, +/- 0.203,year
SVR,DecisionTreeRegressor,voting,,5.040, +/- 0.160,hour
SVR,DecisionTreeRegressor,voting,,4.869, +/- 0.526,next_week
SVR,DecisionTreeRegressor,voting,,4.762, +/- 0.409,prev_week
SVR,DecisionTreeRegressor,voting,,4.327, +/- 0.121,prev_hour
SVR,DecisionTreeRegressor,voting,,4.289, +/- 0.021,week_of_year
SVR,DecisionTreeRegressor,voting,,3.556, +/- 0.131,month
SVR,DecisionTreeRegressor,voting,,3.482, +/- 0.229,day_of_week
SVR,DecisionTreeRegressor,voting,,2.508, +/- 0.353,next_day
SVR,DecisionTreeRegressor,voting,,2.339, +/- 0.096,prev_day
SVR,DecisionTreeRegressor,voting,,1.754, +/- 0.045,day
SVR,DecisionTreeRegressor,cascade,,789.746, +/- 10.560,preds
SVR,DecisionTreeRegressor,cascade,,28.198, +/- 1.209,ts
SVR,DecisionTreeRegressor,cascade,,8.239, +/- 0.806,prev_hour
SVR,DecisionTreeRegressor,cascade,,8.074, +/- 0.261,day_of_year
SVR,DecisionTreeRegressor,cascade,,4.604, +/- 0.296,hour
SVR,DecisionTreeRegressor,cascade,,4.388, +/- 0.498,day_of_week
SVR,DecisionTreeRegressor,cascade,,3.979, +/- 0.272,next_hour
SVR,DecisionTreeRegressor,cascade,,2.794, +/- 0.276,prev_week
SVR,DecisionTreeRegressor,cascade,,2.520, +/- 0.410,day
SVR,DecisionTreeRegressor,cascade,,2.148, +/- 0.264,year
SVR,DecisionTreeRegressor,cascade,,1.673, +/- 0.621,next_week
SVR,DecisionTreeRegressor,cascade,,1.375, +/- 0.078,week_of_year
SVR,DecisionTreeRegressor,cascade,,0.645, +/- 0.913,next_day
SVR,DecisionTreeRegressor,cascade,,0.617, +/- 0.079,prev_day
SVR,DecisionTreeRegressor,cascade,,0.293, +/- 0.466,month
SVR,RandomForestRegressor,voting,,777.496, +/- 11.648,ts
SVR,RandomForestRegressor,voting,,6.911, +/- 0.126,next_hour
SVR,RandomForestRegressor,voting,,4.314, +/- 0.123,year
SVR,RandomForestRegressor,voting,,3.453, +/- 0.125,day_of_year
SVR,RandomForestRegressor,voting,,3.373, +/- 0.062,prev_hour
SVR,RandomForestRegressor,voting,,3.112, +/- 0.106,hour
SVR,RandomForestRegressor,voting,,2.861, +/- 0.113,month
SVR,RandomForestRegressor,voting,,2.833, +/- 0.120,week_of_year
SVR,RandomForestRegressor,voting,,2.742, +/- 0.138,day_of_week
SVR,RandomForestRegressor,voting,,2.676, +/- 0.192,next_week
SVR,RandomForestRegressor,voting,,2.366, +/- 0.123,prev_week
SVR,RandomForestRegressor,voting,,2.147, +/- 0.092,next_day
SVR,RandomForestRegressor,voting,,1.821, +/- 0.128,prev_day
SVR,RandomForestRegressor,voting,,1.130, +/- 0.044,day
SVR,RandomForestRegressor,cascade,,807.712, +/- 11.574,preds
SVR,RandomForestRegressor,cascade,,4.757, +/- 0.126,ts
SVR,RandomForestRegressor,cascade,,2.446, +/- 0.181,prev_hour
SVR,RandomForestRegressor,cascade,,0.859, +/- 0.070,hour
SVR,RandomForestRegressor,cascade,,0.758, +/- 0.054,next_hour
SVR,RandomForestRegressor,cascade,,0.351, +/- 0.028,day_of_year
SVR,RandomForestRegressor,cascade,,0.325, +/- 0.034,year
SVR,RandomForestRegressor,cascade,,0.123, +/- 0.068,prev_week
SVR,RandomForestRegressor,cascade,,-0.017, +/- 0.015,month
SVR,RandomForestRegressor,cascade,,-0.040, +/- 0.035,day_of_week
SVR,RandomForestRegressor,cascade,,-0.093, +/- 0.003,week_of_year
SVR,RandomForestRegressor,cascade,,-0.101, +/- 0.048,next_week
SVR,RandomForestRegressor,cascade,,-0.121, +/- 0.038,day
SVR,RandomForestRegressor,cascade,,-0.138, +/- 0.054,prev_day
SVR,RandomForestRegressor,cascade,,-0.139, +/- 0.049,next_day
SVR,XGBoostRegressor,voting,,752.033, +/- 10.732,ts
SVR,XGBoostRegressor,voting,,6.577, +/- 0.291,year
SVR,XGBoostRegressor,voting,,5.392, +/- 0.193,hour
SVR,XGBoostRegressor,voting,,5.291, +/- 0.030,next_hour
SVR,XGBoostRegressor,voting,,4.239, +/- 0.181,day_of_year
SVR,XGBoostRegressor,voting,,3.293, +/- 0.110,prev_hour
SVR,XGBoostRegressor,voting,,3.189, +/- 0.049,day_of_week
SVR,XGBoostRegressor,voting,,3.064, +/- 0.200,prev_week
SVR,XGBoostRegressor,voting,,2.843, +/- 0.107,month
SVR,XGBoostRegressor,voting,,2.726, +/- 0.118,week_of_year
SVR,XGBoostRegressor,voting,,2.712, +/- 0.136,next_week
SVR,XGBoostRegressor,voting,,2.304, +/- 0.092,next_day
SVR,XGBoostRegressor,voting,,1.893, +/- 0.120,prev_day
SVR,XGBoostRegressor,voting,,1.278, +/- 0.041,day
SVR,XGBoostRegressor,cascade,,668.350, +/- 11.622,preds
SVR,XGBoostRegressor,cascade,,19.329, +/- 0.149,ts
SVR,XGBoostRegressor,cascade,,4.017, +/- 0.197,prev_hour
SVR,XGBoostRegressor,cascade,,2.806, +/- 0.025,hour
SVR,XGBoostRegressor,cascade,,2.224, +/- 0.167,day_of_year
SVR,XGBoostRegressor,cascade,,1.714, +/- 0.131,year
SVR,XGBoostRegressor,cascade,,1.324, +/- 0.181,day_of_week
SVR,XGBoostRegressor,cascade,,0.799, +/- 0.079,next_hour
SVR,XGBoostRegressor,cascade,,0.305, +/- 0.056,prev_week
SVR,XGBoostRegressor,cascade,,0.206, +/- 0.055,next_week
SVR,XGBoostRegressor,cascade,,0.093, +/- 0.054,prev_day
SVR,XGBoostRegressor,cascade,,0.069, +/- 0.031,day
SVR,XGBoostRegressor,cascade,,0.000, +/- 0.000,month
SVR,XGBoostRegressor,cascade,,0.000, +/- 0.000,week_of_year
SVR,XGBoostRegressor,cascade,,-0.002, +/- 0.040,next_day
SVR,SVR,voting,,736.220, +/- 11.382,ts
SVR,SVR,voting,,12.476, +/- 0.303,year
SVR,SVR,voting,,11.129, +/- 0.327,month
SVR,SVR,voting,,11.095, +/- 0.337,day_of_year
SVR,SVR,voting,,10.741, +/- 0.305,week_of_year
SVR,SVR,voting,,10.741, +/- 0.305,day_of_week
SVR,SVR,voting,,9.903, +/- 0.065,next_hour
SVR,SVR,voting,,9.338, +/- 0.479,next_week
SVR,SVR,voting,,8.997, +/- 0.359,prev_hour
SVR,SVR,voting,,8.414, +/- 0.057,next_day
SVR,SVR,voting,,7.729, +/- 0.278,prev_day
SVR,SVR,voting,,7.530, +/- 0.379,hour
SVR,SVR,voting,,7.496, +/- 0.147,prev_week
SVR,SVR,voting,,4.850, +/- 0.060,day
SVR,SVR,cascade,,798.872, +/- 12.618,preds
SVR,SVR,cascade,,0.440, +/- 0.028,ts
SVR,SVR,cascade,,0.081, +/- 0.024,next_week
SVR,SVR,cascade,,0.078, +/- 0.005,year
SVR,SVR,cascade,,0.073, +/- 0.014,next_day
SVR,SVR,cascade,,0.057, +/- 0.018,prev_week
SVR,SVR,cascade,,0.020, +/- 0.016,prev_day
SVR,SVR,cascade,,0.017, +/- 0.010,next_hour
SVR,SVR,cascade,,0.016, +/- 0.005,prev_hour
SVR,SVR,cascade,,0.004, +/- 0.002,day_of_year
SVR,SVR,cascade,,0.003, +/- 0.003,month
SVR,SVR,cascade,,-0.000, +/- 0.003,hour
SVR,SVR,cascade,,-0.003, +/- 0.004,week_of_year
SVR,SVR,cascade,,-0.003, +/- 0.004,day_of_week
SVR,SVR,cascade,,-0.011, +/- 0.003,day
SVR,GradientBoostingRegressor,voting,,766.231, +/- 11.523,ts
SVR,GradientBoostingRegressor,voting,,4.974, +/- 0.346,hour
SVR,GradientBoostingRegressor,voting,,4.561, +/- 0.138,year
SVR,GradientBoostingRegressor,voting,,4.546, +/- 0.090,prev_hour
SVR,GradientBoostingRegressor,voting,,4.320, +/- 0.041,next_hour
SVR,GradientBoostingRegressor,voting,,2.886, +/- 0.074,month
SVR,GradientBoostingRegressor,voting,,2.847, +/- 0.092,day_of_year
SVR,GradientBoostingRegressor,voting,,2.802, +/- 0.086,week_of_year
SVR,GradientBoostingRegressor,voting,,2.798, +/- 0.094,day_of_week
SVR,GradientBoostingRegressor,voting,,2.416, +/- 0.118,next_week
SVR,GradientBoostingRegressor,voting,,2.300, +/- 0.091,prev_week
SVR,GradientBoostingRegressor,voting,,2.238, +/- 0.053,next_day
SVR,GradientBoostingRegressor,voting,,1.882, +/- 0.122,prev_day
SVR,GradientBoostingRegressor,voting,,1.258, +/- 0.018,day
SVR,GradientBoostingRegressor,cascade,,656.409, +/- 10.304,preds
SVR,GradientBoostingRegressor,cascade,,17.439, +/- 0.485,ts
SVR,GradientBoostingRegressor,cascade,,3.524, +/- 0.090,prev_hour
SVR,GradientBoostingRegressor,cascade,,1.509, +/- 0.028,next_hour
SVR,GradientBoostingRegressor,cascade,,0.960, +/- 0.106,hour
SVR,GradientBoostingRegressor,cascade,,0.047, +/- 0.095,prev_week
SVR,GradientBoostingRegressor,cascade,,0.044, +/- 0.016,day_of_year
SVR,GradientBoostingRegressor,cascade,,0.024, +/- 0.006,prev_day
SVR,GradientBoostingRegressor,cascade,,0.011, +/- 0.014,year
SVR,GradientBoostingRegressor,cascade,,0.006, +/- 0.001,day
SVR,GradientBoostingRegressor,cascade,,-0.002, +/- 0.022,next_week
SVR,GradientBoostingRegressor,cascade,,-0.008, +/- 0.015,next_day
SVR,GradientBoostingRegressor,cascade,,-0.016, +/- 0.016,week_of_year
SVR,GradientBoostingRegressor,cascade,,-0.040, +/- 0.021,day_of_week
SVR,GradientBoostingRegressor,cascade,,-0.042, +/- 0.038,month
GradientBoostingRegressor,,plain,,799.478, +/- 11.580,ts
GradientBoostingRegressor,,plain,,6.992, +/- 0.244,prev_hour
GradientBoostingRegressor,,plain,,3.860, +/- 0.354,hour
GradientBoostingRegressor,,plain,,2.588, +/- 0.093,next_hour
GradientBoostingRegressor,,plain,,0.705, +/- 0.070,year
GradientBoostingRegressor,,plain,,0.557, +/- 0.238,prev_week
GradientBoostingRegressor,,plain,,0.030, +/- 0.025,day_of_year
GradientBoostingRegressor,,plain,,-0.002, +/- 0.002,next_day
GradientBoostingRegressor,,plain,,-0.005, +/- 0.042,next_week
GradientBoostingRegressor,,plain,,-0.011, +/- 0.016,day_of_week
GradientBoostingRegressor,,plain,,-0.013, +/- 0.036,day
GradientBoostingRegressor,,plain,,-0.017, +/- 0.033,prev_day
GradientBoostingRegressor,,plain,,-0.026, +/- 0.024,month
GradientBoostingRegressor,,plain,,-0.027, +/- 0.027,week_of_year
GradientBoostingRegressor,DecisionTreeRegressor,voting,,809.205, +/- 10.663,ts
GradientBoostingRegressor,DecisionTreeRegressor,voting,,7.837, +/- 0.398,next_hour
GradientBoostingRegressor,DecisionTreeRegressor,voting,,4.079, +/- 0.476,prev_hour
GradientBoostingRegressor,DecisionTreeRegressor,voting,,3.866, +/- 0.486,prev_week
GradientBoostingRegressor,DecisionTreeRegressor,voting,,3.212, +/- 0.091,hour
GradientBoostingRegressor,DecisionTreeRegressor,voting,,3.096, +/- 0.260,day_of_year
GradientBoostingRegressor,DecisionTreeRegressor,voting,,1.693, +/- 0.193,year
GradientBoostingRegressor,DecisionTreeRegressor,voting,,1.517, +/- 0.306,next_week
GradientBoostingRegressor,DecisionTreeRegressor,voting,,1.123, +/- 0.120,month
GradientBoostingRegressor,DecisionTreeRegressor,voting,,1.116, +/- 0.134,week_of_year
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.619, +/- 0.106,day_of_week
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.493, +/- 0.022,day
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.459, +/- 0.229,prev_day
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.161, +/- 0.307,next_day
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,908.245, +/- 10.286,preds
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,13.381, +/- 0.393,ts
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,9.183, +/- 1.401,day_of_year
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,3.944, +/- 0.905,prev_week
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,2.350, +/- 0.197,day_of_week
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,2.277, +/- 0.271,prev_hour
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,2.274, +/- 0.587,year
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,2.115, +/- 0.337,week_of_year
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,1.407, +/- 0.748,hour
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,1.370, +/- 0.041,prev_day
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,1.355, +/- 0.822,next_day
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,1.068, +/- 0.259,next_week
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.781, +/- 0.241,next_hour
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.454, +/- 0.123,day
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.310, +/- 0.222,month
GradientBoostingRegressor,RandomForestRegressor,voting,,812.243, +/- 11.521,ts
GradientBoostingRegressor,RandomForestRegressor,voting,,4.827, +/- 0.197,next_hour
GradientBoostingRegressor,RandomForestRegressor,voting,,3.703, +/- 0.122,prev_hour
GradientBoostingRegressor,RandomForestRegressor,voting,,1.887, +/- 0.105,hour
GradientBoostingRegressor,RandomForestRegressor,voting,,0.794, +/- 0.079,year
GradientBoostingRegressor,RandomForestRegressor,voting,,0.669, +/- 0.256,prev_week
GradientBoostingRegressor,RandomForestRegressor,voting,,0.617, +/- 0.063,day_of_year
GradientBoostingRegressor,RandomForestRegressor,voting,,0.250, +/- 0.053,next_week
GradientBoostingRegressor,RandomForestRegressor,voting,,0.029, +/- 0.025,week_of_year
GradientBoostingRegressor,RandomForestRegressor,voting,,0.008, +/- 0.019,day_of_week
GradientBoostingRegressor,RandomForestRegressor,voting,,-0.025, +/- 0.019,next_day
GradientBoostingRegressor,RandomForestRegressor,voting,,-0.054, +/- 0.005,month
GradientBoostingRegressor,RandomForestRegressor,voting,,-0.078, +/- 0.035,day
GradientBoostingRegressor,RandomForestRegressor,voting,,-0.102, +/- 0.028,prev_day
GradientBoostingRegressor,RandomForestRegressor,cascade,,889.814, +/- 13.551,preds
GradientBoostingRegressor,RandomForestRegressor,cascade,,3.321, +/- 0.136,ts
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.372, +/- 0.009,year
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.135, +/- 0.106,day_of_year
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.023, +/- 0.081,prev_week
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.068, +/- 0.003,month
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.073, +/- 0.052,prev_hour
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.143, +/- 0.032,week_of_year
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.151, +/- 0.047,next_week
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.152, +/- 0.032,day_of_week
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.266, +/- 0.042,hour
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.272, +/- 0.040,day
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.280, +/- 0.055,next_day
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.287, +/- 0.005,next_hour
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.327, +/- 0.030,prev_day
GradientBoostingRegressor,XGBoostRegressor,voting,,784.231, +/- 10.800,ts
GradientBoostingRegressor,XGBoostRegressor,voting,,4.235, +/- 0.124,hour
GradientBoostingRegressor,XGBoostRegressor,voting,,3.348, +/- 0.147,prev_hour
GradientBoostingRegressor,XGBoostRegressor,voting,,3.178, +/- 0.091,next_hour
GradientBoostingRegressor,XGBoostRegressor,voting,,1.989, +/- 0.185,year
